Area_sqft,Bedrooms,Bathrooms,Age_years,Garage_size,Has_Garden,Neighborhood,Distance_to_Center,Condition,Price_USD
1746.5284123144352,4,2,4,0,1,Modern_District,3.1073020398535447,New,703365.29
1764.4808471908386,4,1,26,1,1,Rural,6.773709178141845,New,335321.35
2116.0249686788184,2,1,15,0,0,Suburbs,11.086848075558333,Good,424803.18
1275.957829251338,1,3,5,2,0,Modern_District,18.986810619872493,Good,373373.16
1296.2681128117224,2,2,39,0,1,Modern_District,16.799231473006856,Old,218106.23
1640.777889373782,3,3,12,2,0,Modern_District,4.643661279957105,Renovated,573704.75
1893.2764241440764,4,2,47,2,1,Rural,9.402111528408224,Old,173468.16
2155.4537827990025,2,1,34,0,1,Suburbs,7.923801361494698,New,545660.15
2737.678108474776,1,3,18,1,0,Modern_District,7.1927427802199,Good,695436.43
2428.8298116010096,2,3,11,2,1,Downtown,12.923185757919624,Old,533567.37
1920.0307350182864,5,1,15,0,0,Suburbs,21.41691212515805,New,518400.5
1990.4918960486557,1,3,42,2,0,Downtown,7.306135034299842,Renovated,671845.2
1498.7353176810957,3,2,9,1,1,Downtown,11.63368751138646,Good,533432.49
1990.743432003805,4,2,24,0,0,Modern_District,12.336605378393706,Old,379321.95
1855.6706805399308,2,2,19,0,1,Modern_District,29.317239353626896,Renovated,520484.37
2161.3592801690447,1,2,30,0,1,Rural,28.685324349492998,Old,173885.11
1586.3845282238385,5,1,3,1,1,Rural,24.203989899810203,New,294274.3
2259.673257120586,1,3,43,2,0,Rural,8.00810870375637,Renovated,320989.52
2766.369456501289,5,2,22,0,1,Suburbs,2.9730821086584207,Old,421351.05
1945.6199257715712,3,1,1,2,0,Rural,10.190219993898118,Renovated,322770.67
2200.8558610494706,4,3,21,2,1,Downtown,8.737041933581095,New,958040.75
2345.0719958555565,3,3,36,1,1,Rural,15.671848204245423,Renovated,337423.28
1799.389764057082,2,1,7,0,1,Modern_District,23.554109391965998,Old,323465.21
2112.0462409052084,1,1,6,2,0,Rural,25.891365227486883,New,323004.4
2006.2962003908974,5,2,13,0,0,Suburbs,25.501058476904745,Good,424997.52
2048.838049274416,5,3,2,0,1,Suburbs,11.430591275468965,Old,354173.45
1613.4951080722667,1,3,49,1,1,Downtown,20.929795960359804,Old,301982.18
2012.2550871294713,1,1,15,0,0,Suburbs,10.07219172820238,New,522714.81
2248.999145622725,2,3,18,0,0,Rural,2.7662607538202986,New,414933.55
2725.571803897521,3,2,17,2,0,Modern_District,21.345392702485327,Good,685448.07
2479.6354130426034,5,3,15,1,1,Suburbs,1.2849990245238474,Old,393303.14
3076.5912287557785,2,1,7,0,0,Downtown,12.866295036296169,New,1213496.94
1616.3262185559752,3,1,32,2,1,Rural,10.551998809760196,Good,222715.93
2436.1603183603393,2,2,48,1,0,Downtown,21.10794861704672,Good,662469.69
2091.671002869176,5,2,11,1,1,Suburbs,23.221118710050987,New,595528.95
3094.901466608836,1,3,10,2,1,Suburbs,9.818744443167231,Old,434781.95
1595.8508573224242,1,3,4,2,1,Downtown,24.537183418900753,Renovated,610549.12
1580.139078909612,3,1,26,2,0,Rural,9.52358605464308,Renovated,259353.44
1700.303677277989,4,2,11,2,0,Suburbs,13.943464439610276,Good,388359.21
938.0521378450965,3,2,16,2,0,Modern_District,22.083537283409886,Renovated,316807.52
1737.1224891596194,4,2,5,0,1,Suburbs,21.09468664751887,Renovated,453807.0
1620.433669223151,2,3,32,0,1,Rural,29.6336856970538,New,234686.16
2075.1968932381037,2,2,4,1,0,Suburbs,7.529669702262025,Good,458425.06
2170.87798788858,5,1,27,0,1,Downtown,20.207219492647887,Old,475562.61
2938.085419607943,4,1,13,0,1,Suburbs,18.680775339997545,Good,585951.36
2475.2119190930252,5,3,4,0,1,Suburbs,27.53785518021087,New,699354.91
1711.5481721687984,1,3,32,2,0,Rural,5.5345021077013765,Renovated,267015.24
1550.792664325821,4,2,49,1,1,Downtown,22.802146744021055,Old,313431.02
2245.9595857532527,3,3,47,1,0,Rural,17.47978987179428,Good,276069.95
1339.883396489679,1,1,40,1,0,Suburbs,8.965310223849258,Renovated,286766.49
2915.7293829271766,1,2,18,1,0,Modern_District,14.75861251026805,Good,706495.39
2589.7200603606434,3,1,21,0,0,Suburbs,10.679521315024136,Old,372204.46
1765.4121739476477,1,2,4,0,0,Rural,17.800088680865365,Good,230118.42
1143.4327354545612,4,3,1,2,1,Modern_District,26.78101771362531,Good,372065.4
2676.9361870827065,5,2,29,1,0,Rural,17.509844547953858,Good,355015.89
1942.730077373691,1,2,46,0,0,Rural,19.319950131470936,Renovated,243180.68
2618.908155986731,4,1,38,0,0,Downtown,16.043687566326575,Old,531614.36
1202.7861706028166,2,1,3,2,1,Modern_District,2.4837996869188013,Old,265000.5
1700.3124885231136,4,2,32,2,1,Suburbs,7.752898149406733,Renovated,425349.07
2002.6218498590915,5,3,12,2,1,Rural,15.2680501535304,Renovated,346362.28
2023.490296882371,4,3,19,0,1,Suburbs,9.996823228596439,Renovated,522481.89
1774.9672642603782,3,1,6,0,0,Downtown,6.2711443350746325,New,796253.07
2311.4249661737495,5,3,14,2,0,Downtown,15.61985241563471,Good,780563.78
1466.1897853087028,2,1,22,1,1,Modern_District,10.36148400998766,Good,385419.61
1928.8102574893533,3,3,13,2,1,Downtown,8.485121652029026,Old,468900.47
2060.1478158559494,4,2,22,2,1,Downtown,14.455577105771043,Good,666726.07
2257.2194170293747,5,1,18,2,1,Suburbs,4.865243484383021,New,650160.96
2355.807439044445,2,1,28,2,0,Downtown,27.904626259186813,Renovated,754523.34
1437.6789540810655,3,2,19,0,1,Downtown,26.163360839657933,Old,321405.4
1232.9429146321888,2,1,28,1,1,Rural,21.520996986475524,Old,97877.51
2638.8384109492545,4,3,23,2,1,Downtown,4.08020100006523,Good,860714.97
2166.157005989796,2,3,17,1,1,Rural,23.500440379621097,Old,200241.89
1625.756731721723,1,1,9,1,1,Downtown,24.43076251516155,Renovated,564733.41
2775.5759877612613,3,3,40,1,1,Downtown,23.265173913715792,Old,562321.77
2057.8373171464295,2,1,7,2,1,Modern_District,4.3050107264579935,Renovated,636373.51
2589.6485920319133,4,2,25,0,0,Modern_District,19.67333075496518,New,857582.75
2033.7592407050545,4,1,28,2,0,Rural,25.19541907673256,New,320724.83
3030.3739624409936,2,2,9,1,0,Downtown,17.743248635370364,Renovated,1063227.62
2877.6704212216023,4,3,16,1,0,Suburbs,19.74581388161458,Good,597807.16
1875.5179257604632,5,2,1,0,0,Modern_District,14.292540903362879,Old,397681.55
2485.785475477178,5,3,5,2,0,Suburbs,16.332512276637527,Good,554026.0
2322.6879747925736,5,1,4,1,1,Modern_District,1.9969288922000312,Old,472411.0
2684.3157787661744,1,3,27,0,1,Modern_District,19.529927637225253,New,834449.49
1517.5382697099478,2,1,40,1,0,Downtown,3.3619691738436166,New,598881.8
2343.0257299992195,1,1,4,0,1,Modern_District,13.615423235866478,New,777306.08
2529.212243424794,4,2,17,0,0,Suburbs,9.486997832354827,Old,375820.87
1120.6302567884427,1,2,25,2,1,Modern_District,16.817410556139677,New,366449.11
1408.3707436671125,4,2,19,1,1,Rural,4.869073730173005,New,300241.18
980.3839111199497,4,2,40,2,1,Downtown,21.057658657226227,New,427994.21
1865.2965827777211,3,3,48,1,1,Downtown,24.05533457092564,New,699153.78
2358.7711278979814,5,3,26,2,1,Rural,5.737279042551538,Good,348532.34
2751.178526048014,4,3,48,1,1,Rural,4.025079533204583,New,477748.95
2037.0473902098877,3,1,11,2,0,Rural,5.219949000833416,New,388592.62
2814.307772785646,5,3,6,0,0,Modern_District,26.43669929505655,Good,745896.95
1309.9492708925543,4,3,2,1,1,Downtown,16.317488590934328,Good,519945.37
1148.3087803224225,4,3,9,1,0,Rural,14.550568884217576,Old,141874.41
1972.2261505516906,1,2,33,0,1,Modern_District,4.094642753968274,Renovated,566501.83
2192.0327244696537,1,3,24,2,0,Rural,19.83712419595189,New,356651.62
1983.6526259529535,5,1,34,1,1,Suburbs,26.171988164957607,New,494850.51
966.2789499800617,4,2,15,1,0,Suburbs,25.017390210380135,New,303705.04
1955.4399802436058,2,1,1,2,1,Downtown,19.155586560443236,Old,444589.46
1347.7652497475733,1,3,23,0,0,Modern_District,3.183082782898535,New,487516.68
2334.836274415019,5,2,9,2,1,Suburbs,4.2595137881043765,Renovated,617212.72
2183.299123048424,4,1,37,2,0,Suburbs,2.429960626184916,Good,451921.28
1530.0601068363223,4,3,21,2,1,Modern_District,8.46689727828161,Old,314273.03
1743.0665413316533,2,1,25,1,1,Rural,4.934182547650955,Good,236326.61
1470.3932390555242,5,1,42,0,1,Modern_District,8.541393167320582,New,524568.32
1968.660451363414,4,1,38,0,0,Rural,12.16668361584989,New,328019.04
2477.571160250619,1,3,26,2,0,Suburbs,28.346500738062936,New,589629.42
1507.1369768322281,2,3,28,1,0,Suburbs,18.70090573366907,Renovated,353564.12
2252.023257758922,5,1,46,2,1,Suburbs,25.21423978480591,Renovated,480979.35
1734.8711908137795,2,2,37,1,0,Downtown,21.600193520657633,Old,346540.47
1603.563583868828,1,2,19,1,1,Downtown,4.26259078527232,Good,523491.06
1946.4848200227211,5,3,26,1,0,Downtown,22.341691784844517,New,834344.6
1482.378838790313,2,3,40,1,0,Modern_District,8.97786756521461,New,499996.3
1723.1753473264089,3,3,19,0,0,Suburbs,19.534127562846486,New,486033.73
1401.061053705576,1,3,43,1,0,Suburbs,10.887897235646667,New,347846.89
2982.3625664581946,1,3,18,1,1,Modern_District,29.932495634675117,Renovated,806844.97
2017.6317759858644,1,2,19,2,0,Downtown,8.642992905406556,Good,626862.17
1650.1372460037073,3,3,34,2,0,Modern_District,9.09478365245382,Good,448708.47
2106.989955367111,3,1,46,0,1,Downtown,27.98949541130955,Old,404091.04
1943.8359751545852,4,1,1,2,1,Suburbs,1.7146877344533573,Renovated,532206.76
1889.5152002333884,2,2,29,1,0,Rural,21.20398064832271,New,280940.56
2307.0833500217127,4,1,33,2,0,Downtown,22.034465331340467,Good,689863.14
2378.7538550236527,2,2,21,0,1,Suburbs,25.25497874490158,Good,460975.87
1734.7494261947363,3,2,2,2,1,Suburbs,29.258740008515783,Renovated,427386.23
1712.09087967766,3,1,5,2,1,Rural,29.29245565554292,Old,131031.91
1862.474151424178,4,3,14,0,0,Suburbs,2.8930259694274527,Old,314524.95
849.0394176322077,5,1,26,0,0,Suburbs,24.83334035983417,New,251582.81
1242.4044689007237,4,1,9,1,0,Downtown,19.74298807606406,Old,311625.04
2683.4371337222624,2,2,8,2,1,Downtown,19.772921896819643,Good,823115.84
2822.4838567506417,4,1,32,1,1,Rural,4.722147871826149,Old,263108.9
1875.4819802218108,1,2,31,2,1,Rural,19.855427826923947,New,283846.37
2288.2784815278833,2,3,47,2,0,Suburbs,29.491994837436188,Good,398309.04
2155.625077271768,2,3,5,1,1,Downtown,27.442738516643963,Old,474269.25
3539.440404227619,5,3,40,2,0,Rural,13.734789163340665,Old,317761.28
2559.787455717288,3,1,35,2,1,Rural,2.1584912252967356,Renovated,386916.35
1936.0412042596167,2,2,1,2,0,Modern_District,11.50651121000594,New,693152.71
1522.229779699787,3,3,28,0,0,Rural,24.9653190364161,Old,125481.63
1196.7768398712137,4,2,3,1,1,Suburbs,21.343473942489815,Renovated,338899.47
2101.7318179336116,1,2,0,0,0,Downtown,14.320966012224735,Good,682744.43
1621.8246273578484,5,3,18,1,1,Rural,2.5979445196061017,Renovated,309366.74
1288.873145201163,3,3,25,1,0,Modern_District,13.379947106875775,Renovated,426584.89
1676.7135578787368,2,2,24,2,1,Downtown,14.60172325181862,Old,362622.02
1459.2259981928025,3,3,9,1,1,Rural,27.928110453929943,Old,135820.31
2843.5708175362824,2,2,14,0,0,Modern_District,19.591497003882623,Old,498990.6
2440.819878474725,3,2,21,0,1,Rural,10.037934582984818,Renovated,388895.31
1996.0136793416914,2,3,47,0,0,Downtown,16.23422966907092,Good,575562.23
2739.972069445013,4,1,20,1,1,Downtown,2.915603926842642,New,1128009.59
2038.684153823809,2,3,21,0,1,Downtown,29.20447883384237,Renovated,705539.76
1569.3578993358683,2,1,35,1,1,Suburbs,11.441737155991055,Old,210077.83
2761.5620386348287,1,2,33,0,1,Rural,14.858153292480939,New,433174.35
2269.455021842329,2,2,29,0,0,Suburbs,11.303235252870754,Good,445761.06
1481.3769228367719,1,1,24,1,1,Downtown,20.792840173369804,New,556818.5
1904.830660958196,5,2,44,0,1,Modern_District,20.204732591558198,Old,337957.47
1562.1908733076214,1,1,27,2,0,Rural,21.744347005344935,Renovated,195368.2
1308.600134517832,4,1,0,1,0,Suburbs,8.776153658745704,Renovated,385560.18
2463.088773765821,1,2,48,1,0,Rural,10.154385953757913,Old,192890.29
2954.708320235065,5,1,44,1,0,Modern_District,4.63228570179003,Renovated,851840.7
1300.7162130904294,4,3,3,2,0,Suburbs,20.009789183537265,Old,240371.4
2281.4846183452855,3,3,6,1,0,Downtown,2.1541166927339237,Renovated,901062.29
1674.6787154390865,3,2,48,0,1,Suburbs,18.332787730180314,Renovated,359354.27
1756.437308117652,1,2,8,0,0,Rural,26.22118066069738,Renovated,247425.51
1703.8030378805654,1,1,35,0,1,Rural,26.83413230039937,Good,177989.18
1568.004615160092,5,1,18,1,0,Rural,14.022095050728888,Good,227914.76
2024.2608139724134,5,1,0,0,1,Rural,14.31980695817914,Old,201453.59
1584.524941794481,2,1,9,1,1,Downtown,3.2321063072325034,Good,543653.68
2135.2284128899196,5,3,35,0,1,Suburbs,20.452185737848037,Old,309928.86
1974.8809452754315,2,3,8,2,0,Downtown,24.816523190812518,New,824427.92
1880.5259765667952,4,2,44,2,0,Downtown,8.094996583536679,New,762838.07
1546.218168979201,1,1,45,2,0,Downtown,13.217725567367575,Good,416961.86
1711.6143347158336,4,1,41,2,0,Rural,25.32634076619284,New,253724.16
2377.695612912878,5,2,31,1,1,Rural,26.43649356220635,New,385736.68
2250.4585938121904,4,1,31,0,0,Rural,8.052219427662553,Renovated,346890.75
1511.2223776007245,4,1,5,2,1,Suburbs,16.966548401699562,Renovated,402681.37
2049.666152714613,4,1,47,1,1,Modern_District,6.582301368438984,Old,355862.04
2375.6935616858946,5,1,37,2,0,Rural,3.95448416004714,New,429680.66
1165.2973594393143,4,1,16,2,0,Suburbs,27.42249454036677,Old,171490.76
2271.6800961899676,2,2,9,1,0,Rural,24.794717622731167,Old,198585.81
1668.6881205270765,5,1,49,1,1,Rural,23.041012152292044,New,243458.02
2285.2993342965797,4,2,26,0,0,Downtown,2.414223245581072,Good,744992.82
1618.3704217287416,5,1,49,0,1,Downtown,25.468134988597466,New,619796.31
1097.5589496677405,3,3,34,2,0,Downtown,13.70327820125613,Renovated,434929.84
1186.2287810584187,2,3,20,2,1,Suburbs,10.929458575579929,New,356760.44
2024.0424733306909,4,3,24,0,0,Modern_District,16.847814469735916,Good,537488.58
2129.861250860741,3,3,27,0,0,Modern_District,3.649244038983119,Old,398683.83
1547.8416874477957,3,2,46,1,1,Suburbs,22.942749931219566,Old,191647.83
2319.296229388687,5,2,14,0,0,Rural,17.89061722976058,Renovated,370687.22
1169.23996886552,3,1,3,0,0,Suburbs,6.411112809321859,Renovated,345426.16
1966.9601006763417,2,3,28,2,0,Rural,6.458733793302322,Renovated,311873.13
1394.4919001187718,2,2,8,0,0,Suburbs,6.343210895607553,Old,229088.52
1674.0819460989205,1,1,26,2,0,Suburbs,2.6530692390060855,Renovated,389321.39
2023.699335658207,2,1,25,0,0,Suburbs,18.04615503177886,New,505085.87
1569.7933173580238,3,2,18,1,0,Modern_District,25.370097150066734,Old,290908.41
1807.7222278850872,2,3,27,0,1,Downtown,1.5074482056342693,Good,594280.38
2503.14640460722,5,1,16,0,1,Suburbs,2.421134704166933,Old,393065.36
1711.5540652384257,1,3,42,0,0,Modern_District,17.61033802392143,New,530112.56
2417.846056032571,3,3,40,2,0,Downtown,24.76537487619552,New,909085.28
1435.1465726711908,1,3,41,1,0,Downtown,10.475427826490375,Renovated,496168.08
2264.9020889576414,3,1,49,0,1,Suburbs,11.138817565423942,Old,309760.77
2720.78431032895,5,3,19,2,1,Rural,18.2940484274065,Old,261007.24
764.1777499363554,1,1,44,1,0,Rural,8.952173784600262,Old,60747.1
1601.5523722647617,4,3,39,2,1,Rural,1.7716426162528398,Good,242124.33
2288.53606359027,3,1,38,2,0,Suburbs,22.321627024946284,Renovated,483350.13
1898.4773069785037,4,3,48,1,0,Rural,19.14384747530214,New,308818.95
2185.5729366856544,1,2,22,0,0,Modern_District,17.841923972614115,New,683387.25
1698.0074066420898,4,3,46,2,0,Modern_District,22.50883974076287,Renovated,488886.67
2043.29489373645,4,3,31,2,1,Modern_District,20.581694289299087,New,682563.86
1922.1613823039602,1,1,46,0,1,Modern_District,6.970577657171313,New,568022.12
2583.8910308299037,5,1,32,0,0,Downtown,11.221950361357184,Renovated,916046.24
2127.2104216506063,4,3,45,1,1,Modern_District,4.657194108680125,New,728796.23
2168.801331037601,4,2,4,1,1,Rural,4.76585338911855,Old,223897.21
1794.0615169387663,5,2,42,1,0,Suburbs,20.609676644339636,Good,357870.13
1756.1968879637532,4,1,47,0,1,Rural,25.89940310249245,Renovated,225891.26
1783.7209060901896,4,2,33,2,0,Modern_District,28.919244931973033,Good,439717.05
2197.2260711891486,4,3,39,2,0,Downtown,19.222066408933888,New,868972.3
1789.5077595898686,2,1,10,1,0,Modern_District,6.338938377467752,New,636937.45
2144.8874284482063,5,3,49,0,0,Suburbs,4.063860018018991,Old,316401.77
3037.7003993227195,4,1,2,2,1,Rural,24.572678174565976,Renovated,449708.07
2435.562351715846,5,1,32,1,0,Suburbs,17.78393781443998,New,628610.0
1836.9882339160795,3,1,10,2,1,Suburbs,18.930265609397875,Renovated,451468.94
2600.6069610819723,3,1,15,2,0,Suburbs,23.66240057388657,Renovated,572711.76
1795.9623134892242,4,2,17,0,0,Rural,21.395039604241095,Renovated,291553.69
980.9377324110731,5,3,29,0,1,Modern_District,25.1992893328268,Renovated,347776.09
1495.9568445412979,5,3,47,2,0,Suburbs,2.6302032583364756,Renovated,397818.83
1064.6040394870722,5,3,9,1,1,Rural,22.678098465648638,Good,170082.31
1824.2432579793456,2,1,17,0,1,Downtown,25.674729962340766,Old,378330.19
2009.2091895947758,3,2,37,2,0,Rural,9.297916231291115,Renovated,299433.51
2838.218656137641,5,3,18,0,0,Downtown,19.572970945804332,Good,914499.39
2163.463686882081,5,2,35,0,0,Rural,10.11069985127219,New,381118.52
1890.449735595568,2,1,12,0,0,Modern_District,28.781160927991166,Renovated,534487.74
2414.702790591745,2,3,45,2,0,Suburbs,1.969283600629609,New,611397.85
894.4323454960575,5,2,2,1,0,Modern_District,17.813992471155697,Renovated,387789.83
2117.807279054283,1,1,9,1,1,Rural,5.828602864435938,Good,292485.38
2385.4325969434835,5,2,37,1,1,Suburbs,21.654385950137602,Good,465616.5
1260.7068771100792,5,3,0,0,0,Downtown,6.100818219141201,Good,554782.93
2571.8770216034645,2,3,26,2,1,Rural,7.82611459505237,Old,240506.04
2169.2482037472073,2,1,45,0,1,Suburbs,15.336753520326985,New,513160.65
1792.3560430495993,5,1,7,1,0,Downtown,27.530213549909465,Old,421432.96
2316.3909330531424,5,1,45,1,0,Downtown,7.139716792291154,Renovated,828677.97
3135.3464289021977,5,2,41,2,1,Modern_District,5.182960612425002,New,1021919.22
2090.9331275292475,2,2,16,0,0,Rural,23.01032812376689,Good,256683.8
2124.110293150168,5,2,8,1,1,Downtown,15.517966437683999,New,945699.15
1770.319550229878,5,1,5,2,0,Suburbs,27.44176825907137,Good,395429.25
1575.0778152676041,4,3,42,0,1,Downtown,5.251822157635426,Old,369164.65
2415.167908272123,1,3,24,0,1,Downtown,19.73190889766814,Old,497535.64
1571.9580870455663,3,2,38,1,1,Modern_District,7.753495238402636,Good,415999.77
2035.7831186096962,1,2,48,1,1,Modern_District,5.546052430897539,Good,474535.07
1761.1712766174417,4,3,27,0,0,Suburbs,20.819453039560845,Renovated,426316.9
2239.489912873196,3,3,32,0,0,Modern_District,18.216853977353264,Old,389812.83
2166.8310526434743,5,2,36,1,1,Downtown,22.889996292507604,Old,470055.64
2518.7699721289496,4,2,8,0,1,Downtown,9.974414716939288,Renovated,960579.09
1744.9918005726265,5,3,17,1,0,Modern_District,13.991178035083509,Old,367505.45
1865.0625323533143,2,1,20,0,0,Downtown,12.758678613582136,Good,584813.16
1510.6181421088463,4,2,1,1,1,Downtown,29.53859445502891,New,687789.78
1777.8533699619443,2,3,42,2,1,Suburbs,9.47521974544225,New,459059.53
2188.650246522426,4,3,37,1,1,Modern_District,9.549699912056239,Old,410381.52
2378.494308322676,4,3,39,1,1,Downtown,11.281898056029615,Renovated,851055.51
1538.9173379111874,2,3,35,2,1,Modern_District,17.373228357419325,Good,377819.08
2434.8029600528303,3,1,49,0,0,Suburbs,8.317359583648612,New,587215.56
2677.8189294024755,1,3,42,2,1,Modern_District,27.543408270998942,Good,599465.29
2206.7174516118503,5,2,36,1,0,Downtown,8.704881381121641,Old,498071.75
2938.397906279033,4,1,14,0,0,Modern_District,26.978656215245646,Old,513650.15
1613.1054004482135,5,3,27,2,0,Downtown,4.000776845750955,New,766236.93
1377.6726483442915,2,1,17,0,1,Downtown,20.04031836958992,Old,306199.1
1110.6398755478608,5,2,33,0,0,Downtown,27.302580034709067,Renovated,435476.43
2748.0221557445916,2,3,21,2,0,Suburbs,5.893733713548657,Old,397091.35
2327.182828177029,5,2,10,0,0,Modern_District,29.081481842878397,Old,435283.28
1972.2076645447726,1,3,12,2,0,Suburbs,14.133617452049839,Old,283070.8
2139.98431315991,1,3,3,1,1,Modern_District,28.425738144789708,Good,553035.91
1437.2554763508117,1,3,21,0,1,Suburbs,20.627781265271363,Good,279482.24
3222.875989808413,1,3,6,1,0,Rural,9.746019226332995,New,556592.9
2064.6105909876137,1,3,42,1,0,Downtown,6.460773222596086,New,782289.78
2054.6973973024465,1,1,23,0,1,Downtown,9.808316340527883,New,799404.17
2362.883311949346,2,3,3,2,1,Suburbs,3.6975048686175747,Old,371474.78
2240.5046158683567,4,3,27,0,1,Rural,5.1721710239565635,Good,320549.66
2111.9420121395656,5,1,14,1,0,Downtown,4.035152770047953,Renovated,833862.57
1604.762772277344,1,1,0,1,1,Modern_District,13.265362768505174,Old,314884.92
2235.734178567998,2,1,2,2,0,Suburbs,24.071772911470006,Old,306774.65
2941.012248237517,2,1,13,0,0,Downtown,5.100123072273865,Old,618512.9
2672.7100230774886,2,1,37,1,1,Downtown,4.779292561997741,Renovated,889891.12
2796.5933133196986,4,1,49,1,0,Suburbs,19.65943953600259,New,666008.49
1744.3921617844073,5,3,0,1,1,Suburbs,6.718306477073922,Renovated,520087.25
1505.1975898707096,4,3,37,2,0,Modern_District,3.8306911051607564,New,569393.63
1937.1065399501758,3,2,37,1,1,Modern_District,5.838608767961752,Renovated,585661.05
2027.8624561443473,2,3,20,1,0,Downtown,27.788210480426507,Good,609355.75
2547.0957592354744,3,3,47,0,0,Downtown,24.822666330509534,Old,500611.35
1153.7676851425904,1,1,28,0,1,Suburbs,11.26787230829773,Old,161806.72
2764.7751597303068,1,1,4,1,1,Downtown,20.018802252494392,Old,568620.05
1920.9960507105052,4,3,48,1,1,Downtown,16.580994536373105,New,755852.09
1786.55946502629,5,2,9,0,1,Suburbs,20.636603640994355,Renovated,476858.84
1493.9478123699164,3,1,27,2,0,Downtown,20.79746342142002,Good,453751.27
1172.5716640671153,5,3,20,2,1,Downtown,19.233286436739796,Renovated,525090.58
2411.585291980957,4,3,49,2,1,Rural,8.716939687581949,Old,220984.61
2036.658983594202,1,2,6,2,0,Modern_District,2.1311862021217256,Good,563731.58
1355.019550129473,5,2,2,2,1,Suburbs,14.211436677713156,Good,342456.63
1352.4606139681919,5,1,44,2,1,Rural,26.83824265603041,Old,109022.53
1832.107650354936,1,2,46,2,0,Modern_District,17.5154204970387,Renovated,465200.5
2834.5107626446966,3,3,19,2,1,Modern_District,25.13934020935533,Old,499638.42
1870.2043243181977,1,3,18,0,1,Modern_District,29.757105945875615,Renovated,518579.99
1248.428523440947,5,2,34,2,1,Rural,5.744869920010012,Good,206343.21
1877.1284679570279,3,2,3,2,1,Rural,21.061551535117488,Good,252547.46
1863.6382151261648,3,2,4,2,1,Modern_District,20.554513637300715,Old,348196.8
651.5566785292142,1,2,0,1,1,Downtown,29.418707973390074,Good,249938.64
1972.8525667410938,5,1,3,0,0,Downtown,29.58242128463121,New,858546.46
1884.532734895661,4,2,11,0,1,Rural,20.913679739999754,Good,263968.34
2348.103182406709,5,1,26,0,0,Rural,8.064828967483635,New,418915.47
2924.4780474726726,2,3,41,2,0,Rural,24.158119305787373,Good,332267.9
2563.2825147738786,4,2,22,2,0,Modern_District,4.1038448921201045,Old,486354.5
1865.5556547225847,3,1,24,1,0,Downtown,23.64027982097723,Old,387209.5
1446.7370456291649,4,2,20,0,1,Rural,27.395687600196197,New,238847.27
3286.67990162493,3,3,23,2,1,Rural,12.102168448284623,Old,301128.82
2029.609217007244,3,3,24,0,1,Suburbs,19.288423554509333,Good,418080.71
2006.964645956473,4,3,44,1,0,Modern_District,13.474139230807962,Good,512669.53
1987.9374564449984,3,2,45,1,1,Suburbs,13.695186594655725,Old,261951.89
2099.0423803839276,3,2,31,1,1,Downtown,10.000755784135482,Good,654254.4
1927.8197940380287,2,1,31,0,1,Suburbs,23.101758993059413,Renovated,397748.67
1713.1689965598819,5,3,4,2,0,Suburbs,28.14912036082865,Renovated,447579.16
1726.570529379804,5,2,35,2,0,Suburbs,28.28177491779937,Good,349158.15
1983.6233648920008,2,3,45,1,1,Modern_District,6.068657261373081,Old,348365.04
1728.2876144331176,4,3,41,2,0,Downtown,26.367565840040417,New,698542.79
1643.5771086614177,1,1,48,1,0,Suburbs,22.385511801386542,Old,188406.84
2053.2151138459485,1,1,41,0,1,Modern_District,8.332284620018388,New,609220.76
1872.5113912895724,1,1,38,1,0,Downtown,2.951253774723922,Old,378478.74
2751.9964942913443,2,1,15,0,0,Rural,8.771920739646962,Good,355617.6
674.515095803494,2,3,32,1,1,Suburbs,27.45403886666424,Renovated,144950.29
2545.7534259612307,3,1,48,2,0,Downtown,19.362181571977395,Old,490108.35
2623.0425962488143,1,1,20,2,0,Suburbs,21.910585166038285,New,630372.11
963.3048837959252,4,1,8,1,0,Rural,8.45741818216378,Renovated,196186.58
1828.6562029598256,4,1,5,2,0,Downtown,21.862256511669788,New,793341.99
1814.2795670021042,1,3,44,2,0,Modern_District,1.8155236820597889,Good,448970.15
1296.2441526410894,1,1,34,2,0,Downtown,11.8843190274174,Renovated,430739.54
1611.0916562045622,1,3,38,0,0,Modern_District,19.175847107727606,New,487821.54
1444.7120772670855,2,2,21,2,0,Downtown,5.236800400698287,Old,345892.92
2876.1352217118115,2,3,40,0,1,Modern_District,24.867103658961106,Good,665252.54
2467.8391965737305,2,3,4,1,1,Rural,7.815907665545641,Good,344915.91
2635.7775474970795,5,1,41,2,1,Rural,19.91615227173494,Good,316265.13
2360.8360320216175,4,2,22,2,1,Rural,12.75071713468456,Old,230538.54
1435.4741143913852,4,2,16,2,0,Downtown,18.28526426885177,Old,353169.17
1737.7398668601131,3,2,11,1,1,Rural,4.116066026238336,Renovated,312468.91
2244.687280613959,2,2,22,0,1,Suburbs,1.4904711977266123,Old,338668.72
1388.9360955540274,5,3,15,0,0,Rural,27.377368394028736,Renovated,231337.48
2356.499215086194,5,2,2,2,0,Modern_District,8.819270254248302,Good,680306.62
1879.8373009209324,4,3,29,1,0,Modern_District,24.770633080633313,Renovated,553566.21
1812.5895962252011,2,3,21,1,0,Modern_District,29.981158713693805,New,587956.43
2355.4799841017457,3,3,8,1,0,Downtown,7.131506481968423,Good,802094.46
